#,dealership_id,name,state,zipcode,type,rsm_id,rsm_first_name
3133,5036,Wild Bill's RV,IL,60491,independent,4764,Kevin
3134,5037,Wild Hare Motorsports,MT,59034,oem_franchise_partnered,8331,Brandon
3135,5038,Williamsport Honda-Husqvarna-EBR,PA,17701,oem_franchise_partnered,4764,Kevin
3136,5039,Winebrenner Motor Services,PA,17331,independent,4764,Kevin
3137,5040,"Xtreme Powersports-Tampa, FL",FL,33619,oem_franchise_partnered,5848,Chris
3138,5041,Yankee Harley,CT,06010,oem_franchise_partnered,4764,Kevin
3139,5042,YC Powersports - Osage Beach,MO,65064,oem_franchise_partnered,8331,Brandon
3140,5043,ZM Cycle,PA,15601,oem_franchise_partnered,4764,Kevin
3141,5044,Zombie Motorsports of Florida,FL,34298,independent,5848,Chris
3142,5045,4 Seasons Rental,NY,14513,oem_franchise_partnered,4764,Kevin
3143,5046,Ben's Lawn Service,IL,62812,oem_franchise_partnered,4764,Kevin
3144,5047,Spearfish Equipment,SD,57783,oem_franchise_partnered,8331,Brandon
3145,5048,Beverly Hills Auto Group,NY,11377,independent,4764,Kevin
3146,5049,Bigs Sioux Powersports,SD,57107,oem_franchise_partnered,8331,Brandon
3147,5050,Bob's Cycle Repair,OH,45333,oem_franchise_partnered,4764,Kevin
3148,5051,Brandt's Powersports,IN,46992,oem_franchise_partnered,4764,Kevin
3149,5052,Brothers Motorsports,MN,56425,oem_franchise_partnered,8331,Brandon
3150,5053,Cabela's La Vista,NE,68138,independent,8331,Brandon
3151,5054,Logan's Equipment Inc. Dexter,NY,13634,oem_franchise_partnered,4764,Kevin
3152,5055,SARALAND LAWN & GARDEN,AL,36571,oem_franchise_partnered,4613,Jay
3153,5056,Cowboy Harley of Austin,TX,78108,oem_franchise_partnered,3674,Diana
3154,5057,Elite Power Equipment & Cycles,GA,30120,oem_franchise_partnered,5848,Chris
3155,5058,dupe430,GA,31220,oem_franchise_partnered,5848,Chris
3156,5059,Dalton Mountain Motorsports - Berlin,NH,03570,oem_franchise_partnered,4764,Kevin
3157,5060,Dee's Marine,MI,48035,oem_franchise_partnered,4764,Kevin
3158,5061,DFW Scooters & ATVs (J&Y Cycles LLC),TX,75052,independent,3674,Diana
3159,5062,(Disabled) DiMiceli Powersports LLC,TX,76001,oem_franchise_partnered,3674,Diana
3160,5063,"DRIVE ATLANTA,LLC",GA,30058,independent,5848,Chris
3161,5064,Honda World Utah,UT,84095,oem_franchise_partnered,11499,Matt
3162,5065,Extreme Powersports (MI),MI,49735,oem_franchise_partnered,4764,Kevin
3163,5066,Free Ride Powersports,MI,48103,oem_franchise_partnered,4764,Kevin
3164,5067,GRAHAM EQUIPMENT,MS,38668,oem_franchise_partnered,4613,Jay
3165,5068,Harbor Pointe Marine,AL,36853,oem_franchise_partnered,4613,Jay
3166,5069,HEARTLAND AUTO,IN,46241,independent,4764,Kevin
3167,5070,HEROES MOTORS,CA,90019,independent,11499,Matt
3168,5071,Hometown Tire & Turf Inc.,KS,67460,oem_franchise_partnered,8331,Brandon
3169,5072,Golf Carts & Accessories,NY,14067,oem_franchise_partnered,4764,Kevin
3170,5073,LEE HI OUTDOOR EQUIPMENT,TN,37772,independent,4764,Kevin
3171,5074,J and J Sales and Service,OH,44839,oem_franchise_partnered,4764,Kevin
3172,5075,Jerry's Engine Repair (Berwick),PA,18603,oem_franchise_partnered,4764,Kevin
3173,5076,Karting Distributors Inc. (Go Powersports)1375 S Main S,TX,76248,independent,3674,Diana
3174,5077,MOTORADO,CO,80214,independent,8331,Brandon
3175,5078,Waggoner True Value Home Center,MO,65793,oem_franchise_partnered,8331,Brandon
3176,5079,La Moto Java,CA,94103,independent,11499,Matt
3177,5080,Lambert International,TX,77426,oem_franchise_partnered,3674,Diana
3178,5081,Lexington Lawn & Implement,TN,38351,oem_franchise_partnered,4764,Kevin
3179,5082,Red Dirt Outdoor Equipment,FL,32446,oem_franchise_partnered,5848,Chris
3180,5083,Mavrix Motorsports,NY,10940,oem_franchise_partnered,4764,Kevin
3181,5084,McClain Trailers Inc.,TX,77015,oem_franchise_partnered,3674,Diana
3182,5085,mid ohio motorsports,OH,44833,independent,4764,Kevin
3183,5086,Mission Cycleplex,TX,78216,independent,3674,Diana
3184,5087,Moto Europa (Triumph St. Louis),MO,63103,oem_franchise_partnered,8331,Brandon
3185,5088,Moto Forza,CA,92029,oem_franchise_partnered,11499,Matt
3186,5089,MOWER STATION LLC,FL,32824,oem_franchise_partnered,5848,Chris
3187,5090,North American Warhorse,PA,18512,oem_franchise_partnered,4764,Kevin
3188,5091,Handlebars and Cars,NY,13036,independent,4764,Kevin
3189,5092,Pioneer Powersports (J&Y Cycles LLC),TX,75051,independent,3674,Diana
3190,5093,Pro Green Total Lawn Care,KS,67530,oem_franchise_partnered,8331,Brandon
3191,5094,Ridgeline Turf & Trail,TN,38570,oem_franchise_partnered,4764,Kevin
3192,5095,"All Terrain 4 Fun, LLC",NY,14625,oem_franchise_partnered,4764,Kevin
3193,5096,Roy L Fritts Farm & Equipment Sales,MO,65583,independent,8331,Brandon
3194,5097,Rumble On,MO,63780,oem_franchise_partnered,8331,Brandon
3195,5098,SF Moto,CA,94014,oem_franchise_partnered,11499,Matt
3196,5099,SL Power Sports,TX,75081,oem_franchise_partnered,3674,Diana
3197,5100,South Central Golf Equipment,MO,65775,oem_franchise_partnered,8331,Brandon
3198,5101,Southern Equipment Co.,AL,36420,oem_franchise_partnered,4613,Jay
3199,5102,Cross Timbers Tractor LLC,TX,76401,oem_franchise_partnered,3674,Diana
3200,5103,Stonehams Motorsports Everett,PA,15537,oem_franchise_partnered,4764,Kevin
3201,5104,Cycle Center Inc NC,NC,27205,oem_franchise_partnered,5848,Chris
3202,5105,(Disabled) Triple A Motorsports,PA,15012,oem_franchise_partnered,4764,Kevin
3203,5106,dupe387,OH,45211,independent,4764,Kevin
3204,5107,Waukon Powersports,IA,52172,oem_franchise_partnered,8331,Brandon
3205,5108,Pocahontas Outdoors LLC,AR,72455,oem_franchise_partnered,4613,Jay
3206,5109,Woodstock Harley-Davidson - New York,NY,12401,oem_franchise_partnered,4764,Kevin
3207,5110,Woodstock Triumph,IL,60098,oem_franchise_partnered,4764,Kevin
3208,5111,Dickey Bub Farm & Home - Eureka,MO,63025,oem_franchise_partnered,8331,Brandon
3209,5112,Iowa Truck & Trailer,IA,50009,oem_franchise_partnered,8331,Brandon
3210,5113,All Cal Golf Car and Industrial Vehicles,CA,95403,oem_franchise_partnered,11499,Matt
3211,5114,Powersports Plus Albany,GA,31721,oem_franchise_partnered,5848,Chris
3212,5115,Lake Areas Powersports LLC TX,TX,75951,oem_franchise_partnered,3674,Diana
3213,5116,"Countryside Outdoor Power Equipment, LLC",TN,37172,oem_franchise_partnered,4764,Kevin
3214,5117,Vice Powersports,OH,45014,independent,4764,Kevin
3215,5119,B & B Farm Supply Richten,MS,39476,oem_franchise_partnered,4613,Jay
3216,5120,Fort Thunder Harley-Davidson,OK,73160,oem_franchise_partnered,3674,Diana
3217,5121,Engle Motors,MO,64126,oem_franchise_partnered,8331,Brandon
3218,5123,Futch's Tractor Depot Inc.,FL,32145,oem_franchise_partnered,5848,Chris
3219,5124,Palma Equipment LLC dba Harlow Lawn Mower Services,LA,70601,oem_franchise_partnered,4613,Jay
3220,5125,UC Powersports,NY,01256,oem_franchise_partnered,4764,Kevin
3221,5126,Uptown Discount & Motorsports,NC,27870,independent,5848,Chris
3222,5127,Knepp's Power Equipment,OH,45651,oem_franchise_partnered,4764,Kevin
3223,5128,"Cedar Creek Golf Cars & Utility Vehicles, LLC",MO,65672,independent,8331,Brandon
3224,5129,Marx Repair,NE,68715,independent,8331,Brandon
3225,5130,Southside of DeRidder,LA,70634,oem_franchise_partnered,4613,Jay
3226,5131,"Southwest Ag, Inc.",CO,81122,oem_franchise_partnered,8331,Brandon
3227,5132,Metric Thunder Cycle & Marine,GA,31061,oem_franchise_partnered,5848,Chris
3228,5133,Rush Power Sports,UT,84663,independent,11499,Matt
3229,5134,Hirsch Feed & Farm Supply,MO,65775,oem_franchise_partnered,8331,Brandon
3230,5135,Sherwood Tractor,AR,72137,oem_franchise_partnered,4613,Jay
3231,5137,K&S Service Center Inc,NM,87111,independent,3674,Diana
3232,5138,Union Trailer & Power Equipment,WI,54729,oem_franchise_partnered,4764,Kevin
3233,5139,Long Lewis Inc.,AL,35020,oem_franchise_partnered,4613,Jay
3234,5140,AK Cycles,MD,20877,independent,4613,Jay
3235,5141,LEXINGTON MOWER SERVICE,NC,27292,oem_franchise_partnered,5848,Chris
3236,5142,Tom Wood Powersports - Anderson,IN,46012,oem_franchise_partnered,4764,Kevin
3237,5145,Richland Equipment Co.,MS,39631,oem_franchise_partnered,4613,Jay
3238,5146,Arkansas Golf & Powersports - Fayetteville,AR,72704,oem_franchise_partnered,4613,Jay
3239,5147,Hobby Hill Farm Sales,NY,13363,oem_franchise_partnered,4764,Kevin
3240,5148,Route 31 Motors,NY,14522,oem_franchise_partnered,4764,Kevin
3241,5149,VANCO EQUIPMENT SERVICES LLC,NC,27537,oem_franchise_partnered,5848,Chris
3242,5151,Diamond R Equipment Jefferson City,MO,65101,oem_franchise_partnered,8331,Brandon
3243,5152,Wheels of Freedom Inc,RI,02861,oem_franchise_partnered,4764,Kevin
3244,5153,HEINEN REPAIR SERVICE,KS,66088,oem_franchise_partnered,8331,Brandon
3245,5155,SecureWorks Test Dealership,,,independent,1750,Logan
3246,5156,Rosewood Outdoor Equipment & Supply LLC,NC,27530,oem_franchise_partnered,5848,Chris
3247,5157,Worth Trailer,TX,76119,independent,3674,Diana
3248,5159,Holton Ranch Supply,KS,66021,oem_franchise_partnered,8331,Brandon
3249,5160,Big Tex Agriplex,TX,75964,oem_franchise_partnered,3674,Diana
3250,5161,Dixie Tractor Sales & Service,MS,39440,oem_franchise_partnered,4613,Jay
3251,5162,Specialty Tractor (Lancaster),OH,43130,oem_franchise_partnered,4764,Kevin
3252,5163,Jrs Quality Cars and Trucks,NY,13820,oem_franchise_partnered,4764,Kevin
3253,5164,Tractor Pros WV,WV,25177,independent,4613,Jay
3254,5165,Hobby Tractors,UT,84062,oem_franchise_partnered,11499,Matt
3255,5166,Pro Twin Performance,GA,30680,independent,5848,Chris
3256,5167,RENTAL CENTER OF MONTICELLO (THE),NY,12701,oem_franchise_partnered,4764,Kevin
3257,5168,Red Line Tools LLC dba Red Line Go-Kart & Mower Supply,KS,67213,oem_franchise_partnered,8331,Brandon
3258,5169,Coastal Fun Sports dba Coastal Carts,FL,33908,independent,5848,Chris
3259,5170,Red Dirt Tractors,LA,71302,oem_franchise_partnered,4613,Jay
3260,5171,DAN'S HARDWARE AND SUPPLY INC,AL,36870,oem_franchise_partnered,4613,Jay
3261,5172,"Trailers Direct of KC, LLC",MO,64030,independent,8331,Brandon
3262,5173,"Trailers Direct of Springfield, LLC",IL,62703,oem_franchise_partnered,4764,Kevin
3263,5174,"HOMETOWN MOWER, LLC",AR,72076,oem_franchise_partnered,3674,Diana
3264,5175,Lawn Care Equipment Co. - DeSoto,MO,63020,oem_franchise_partnered,8331,Brandon
3265,5176,Hall's Motorsports - Kenner,LA,70062,oem_franchise_partnered,4613,Jay
3266,5177,Whitt's Outdoor,GA,31063,oem_franchise_partnered,5848,Chris
3267,5178,Vines Auto Sales (Dugdemona),LA,71483,oem_franchise_partnered,4613,Jay
3268,5179,Power Pro Equipment New Holland,PA,17557,oem_franchise_partnered,4764,Kevin
3269,5180,CENTRAL ARKANSAS EQUIPMENT LLC,AR,72206,oem_franchise_partnered,4613,Jay
3270,5181,"J&A Cycles, LLC",GA,31024,oem_franchise_partnered,5848,Chris
3271,5182,Mahindra of Greensburg,PA,15601,oem_franchise_partnered,4764,Kevin
3272,5183,Peach Outdoor,AL,35405,oem_franchise_partnered,4613,Jay
3273,5184,Bulldog Motorsports of Rogers,OH,44441,oem_franchise_partnered,4764,Kevin
3274,5185,"Specialized Saw and Mower, Inc.",VA,24153,oem_franchise_partnered,4613,Jay
3275,5186,JM HONDA OF MIAMI,FL,33157,oem_franchise_partnered,5848,Chris
3276,5187,Tommy Biffle Lakeside Polaris,OK,74467,independent,3674,Diana
3277,5188,Preston Snowmobile Sales & Service,NY,13830,oem_franchise_partnered,4764,Kevin
3278,5189,Lake Cumberland Marine,KY,42503,oem_franchise_partnered,4613,Jay
3279,5190,Dothan Powersports,AL,36301,oem_franchise_partnered,4613,Jay
3280,5191,Mini Trail Bikes,NJ,08021,oem_franchise_partnered,4764,Kevin
3281,5192,Dave Clarks Forever Endeavor Cycles,MO,63069,oem_franchise_partnered,8331,Brandon
3282,5193,SEMO MOTORSPORTS & LAWN EQUIPMENT,MO,63755,oem_franchise_partnered,8331,Brandon
3283,5194,County Wide Powersports - Harbor Springs,MI,49740,oem_franchise_partnered,4764,Kevin
3284,5195,THE SHOP Bigfork,MN,56628,oem_franchise_partnered,8331,Brandon
3285,5196,DUFF SHELLEY MOWER & CYCLE,UT,84003,oem_franchise_partnered,11499,Matt
3286,5197,Bak BMW Victory,IA,51105,oem_franchise_partnered,8331,Brandon
3287,5198,Winchester Motorsport,NH,03470,oem_franchise_partnered,4764,Kevin
3288,5199,Dick Scott Freedom Powersports,MI,48150,oem_franchise_partnered,4764,Kevin
3289,5200,Prattville Outdoors,AL,36067,oem_franchise_partnered,4613,Jay
3290,5201,Wards Yamaha Suzuki,AL,36079,oem_franchise_partnered,4613,Jay
3291,5202,Doug Russell Marine,MA,01604,oem_franchise_partnered,4764,Kevin
3292,5203,Steve's Sports & Auto,MN,55604,oem_franchise_partnered,8331,Brandon
3293,5204,Southern Illinois Motorsports,IL,62901,oem_franchise_partnered,4764,Kevin
3294,5205,"MORGAN VALLEY POLARIS, INC",UT,84050,oem_franchise_partnered,11499,Matt
3295,5206,Seymour Powersports,IN,47274,oem_franchise_partnered,4764,Kevin
3296,5207,Donahue Super Sports,WI,54494,oem_franchise_partnered,4764,Kevin
3297,5208,"Shoal's Outdoor Sports, Inc Florence",AL,35634,oem_franchise_partnered,4613,Jay
3298,5209,Nc Scooter LLC,NC,28027,oem_franchise_partnered,5848,Chris
3299,5210,Menneto's Wild Horse Powersports,NY,12020,oem_franchise_partnered,4764,Kevin
3300,5211,Northbay Motorsports,CA,95401,oem_franchise_partnered,11499,Matt
3301,5212,South Coast AG & ATV,OR,97458,oem_franchise_partnered,11499,Matt
3302,5213,POWELL TRACTOR INC.,SC,29693,oem_franchise_partnered,5848,Chris
3303,5214,River Front Polaris,OH,45631,oem_franchise_partnered,4764,Kevin
3304,5215,(Disabled) Bryce Marine Inc.,NY,14626,oem_franchise_partnered,4764,Kevin
3305,5216,Performance Scooter,AZ,85257,oem_franchise_partnered,8331,Brandon
3306,5217,Addison Golf Cart & Auto LLC,AL,35540,independent,4613,Jay
3307,5218,Glen Rabe Motors,OK,73401,independent,3674,Diana
3308,5219,Casey's Service,OK,74955,oem_franchise_partnered,3674,Diana
3309,5220,Rc Congel Boats North,NY,13607,oem_franchise_partnered,4764,Kevin
3310,5221,Garrett's Discount Golf Cart,SC,29644,oem_franchise_partnered,5848,Chris
3311,5222,Golf Cars Of Houston - Kingwood,TX,77339,oem_franchise_partnered,3674,Diana
3312,5223,Country Club Polaris,ME,04463,oem_franchise_partnered,4764,Kevin
3313,5224,"Bus Supply Company, Inc.",MS,39648,oem_franchise_partnered,4613,Jay
3314,5225,"Midstate Power Sports, Inc.",OR,97756,oem_franchise_partnered,11499,Matt
3315,5226,Treasure Coast Motorcycle Center,FL,32960,oem_franchise_partnered,5848,Chris
3316,5227,Bass Pro Shops Grapevine,TX,76051,oem_franchise_partnered,3674,Diana
3317,5228,Morgan Valley Polaris Mountain View,WY,82939,oem_franchise_partnered,8331,Brandon
3318,5229,Tuscola Tractor Sales,TX,79562,oem_franchise_partnered,3674,Diana
3319,5230,Capital City Scooters,OH,43202,oem_franchise_partnered,4764,Kevin
3320,5231,Indian Motorcycle Las Vegas,NV,89121,oem_franchise_partnered,11499,Matt
3321,5232,Premier Outdoor Equipment,TX,75503,oem_franchise_partnered,3674,Diana
3322,5233,Carl F. Statz & Sons Inc,WI,53597,oem_franchise_partnered,4764,Kevin
3323,5234,ACME TOOL CRIB - GRAND FORKS,ND,58203,oem_franchise_partnered,8331,Brandon
3324,5235,College Way Auto Inc,MN,56537,oem_franchise_partnered,8331,Brandon
3325,5236,Peninsula Ski-doo,AK,99603,oem_franchise_partnered,1750,Logan
3326,5237,Team Winnebagoland,WI,54904,oem_franchise_partnered,4764,Kevin
3327,5238,Tri States Parts & Rebuilders,MS,38843,independent,4613,Jay
3328,5239,Dawkins Polaris,LA,71373,independent,4613,Jay
3329,5240,ANDRE & SON INC,PA,18801,oem_franchise_partnered,4764,Kevin
3330,5241,Ultimate Small Engine,MD,21122,oem_franchise_partnered,4613,Jay
3331,5242,Vegas Motorsports,NV,89103,oem_franchise_partnered,11499,Matt
3332,5243,Golf Cart Services Inc.,PA,17350,oem_franchise_partnered,4764,Kevin
3333,5244,Pinnacle Motorsports LLC,AL,35020,oem_franchise_partnered,4613,Jay
3334,5245,Shoals Outdoor Sports Tuscumbia,AL,35674,oem_franchise_partnered,4613,Jay
3335,5246,Northwest Customs,AK,99669,oem_franchise_partnered,1750,Logan
3336,5247,Newburgh Powersports,IN,47630,oem_franchise_partnered,4764,Kevin
3337,5248,County Sports Inc.,ME,04736,oem_franchise_partnered,4764,Kevin
3338,5249,A-1 Powersports Inc.-San Diego,CA,92110,oem_franchise_partnered,11499,Matt
3339,5250,Bud's Powersports,ID,83522,oem_franchise_partnered,11499,Matt
3340,5251,Detroit Iron,MI,48386,oem_franchise_partnered,4764,Kevin
3341,5252,Glende Polaris,CA,95973,oem_franchise_partnered,11499,Matt
3342,5253,Nelson's Speed Shop,MI,48838,oem_franchise_partnered,4764,Kevin
3343,5254,Lake Mills Motor Sports Inc.,IA,50450,oem_franchise_partnered,8331,Brandon
3344,5255,Feldmann Sales & Service,WI,53083,oem_franchise_partnered,4764,Kevin
3345,5256,"Twin Specialties, Inc",NC,27616,oem_franchise_partnered,5848,Chris
3346,5257,Meyer Automotive,NE,68434,independent,8331,Brandon
3347,5258,Elite motorsports Boynton Beach,FL,33426,independent,5848,Chris
3348,5259,Tri County Rentals & Sales Inc,FL,32644,oem_franchise_partnered,5848,Chris
3349,5260,"Jackson Sports, LLC",MN,56143,oem_franchise_partnered,8331,Brandon
3350,5261,Terry Thompson Chevrolet,AL,36526,oem_franchise_partnered,4613,Jay
3351,5262,Valley Motor Honda,WY,82801,oem_franchise_partnered,8331,Brandon
3352,5263,Indy Powersports,IN,46075,oem_franchise_partnered,4764,Kevin
3353,5264,dupe502,IL,62946,oem_franchise_partnered,4764,Kevin
3354,5265,Cooke City Motorsports Inc,MT,59020,oem_franchise_partnered,8331,Brandon
3355,5266,Fox Motors Charlevoix,MI,49720,oem_franchise_partnered,4764,Kevin
3356,5267,Mike's Famous Harley Davidson,CT,06320,oem_franchise_partnered,4764,Kevin
3357,5268,Moto4us,TN,37912,oem_franchise_partnered,4764,Kevin
3358,5269,EZ Performance Center LLC,VA,22960,oem_franchise_partnered,4613,Jay
3359,5270,Rosefarm Classics,IL,60098,independent,4764,Kevin
3360,5271,COX AUTOMOTIVE & SPORTS,UT,84629,oem_franchise_partnered,11499,Matt
3361,5272,UTAH OUTDOOR POWER EQUIP,UT,84720,oem_franchise_partnered,11499,Matt
3362,5273,Backwoods Outdoor Center,PA,18088,oem_franchise_partnered,4764,Kevin
3363,5274,(Disabled) Big Boys Toys - UT,UT,84404,oem_franchise_partnered,11499,Matt
3364,5275,YORK MOTORSPORTS INC,UT,84078,oem_franchise_partnered,11499,Matt
3365,5276,Copper State Cycles,AZ,85390,oem_franchise_partnered,8331,Brandon
3366,5277,Twin City Motorsports LLC,IN,47904,oem_franchise_partnered,4764,Kevin
3367,5278,Sutherlands Lebanon,MO,65536,oem_franchise_partnered,8331,Brandon
3368,5279,Lakeside Motor Sports Inc.,MI,49332,oem_franchise_partnered,4764,Kevin
3369,5280,YPK Motorsports Of Hazard,KY,41701,oem_franchise_partnered,4613,Jay
3370,5281,Hawaiian Cruisers,HI,96753,oem_franchise_partnered,1750,Logan
3371,5282,Kiser Motorcycles,HI,96740,oem_franchise_partnered,1750,Logan
3372,5283,HILLSIDE OUTDOORS,TX,76528,oem_franchise_partnered,3674,Diana
3373,5284,Surdyke Motorsports - Chesterfield,MO,63005,oem_franchise_partnered,8331,Brandon
3374,5285,Waite Motorsports LLC,NY,13606,oem_franchise_partnered,4764,Kevin
3375,5286,(Disabled) Ivan Stewart Motorsports,CA,92111,oem_franchise_partnered,11499,Matt
3376,5287,Frank H Gill Co.,IL,60438,oem_franchise_partnered,4764,Kevin
3377,5288,Island Park Adventures LLC,ID,83429,oem_franchise_partnered,11499,Matt
3378,5289,Electrical Connection,ND,58367,independent,8331,Brandon
3379,5290,Country Feeds,KS,67867,oem_franchise_partnered,8331,Brandon
3380,5291,Addy Polaris LLC,OH,44663,oem_franchise_partnered,4764,Kevin
3381,5292,Tim's Yamaha & Polaris,AR,71953,oem_franchise_partnered,4613,Jay
3382,5293,ACME SAW & SUPPLY INC,CA,95205,oem_franchise_partnered,11499,Matt
3383,5294,Schauer Power Center LLC,WI,53182,oem_franchise_partnered,4764,Kevin
3384,5295,Tommie Vaughn Polaris,TX,78934,oem_franchise_partnered,3674,Diana
3385,5296,"Heritage Tractor, Inc. Baldwin City",KS,66006,oem_franchise_partnered,8331,Brandon
3386,5297,K & W Cycles,MI,48317,oem_franchise_partnered,4764,Kevin
3387,5298,B & J Cycle,SD,57580,oem_franchise_partnered,8331,Brandon
3388,5299,Universal Motors Of Clearwater Inc,FL,33756,oem_franchise_partnered,5848,Chris
3389,5300,Redline Sports Inc,MT,59701,oem_franchise_partnered,8331,Brandon
3390,5301,Marine Sales Kentuckiana,KY,42044,oem_franchise_partnered,4613,Jay
3391,5302,Dave's Marine Inc.,SD,57274,oem_franchise_partnered,8331,Brandon
3392,5303,Polaris Of Baton Rouge,LA,70817,oem_franchise_partnered,4613,Jay
3393,5304,Delta Powersports,AK,99737,oem_franchise_partnered,1750,Logan
3394,5305,Autonation Chrysler Dodge Jeep,CA,95661,oem_franchise_partnered,11499,Matt
3395,5306,Schreffler Equipment Inc,PA,17964,oem_franchise_partnered,4764,Kevin
3396,5307,Triple 'e' Sales Inc,IL,61273,oem_franchise_partnered,4764,Kevin
3397,5308,The Villages Golf Cars,FL,34785,oem_franchise_partnered,5848,Chris
3398,5309,GREEN ACRES LAWN & GARDEN CTR INC,WV,26038,oem_franchise_partnered,4613,Jay
3399,5310,WALT'S SALES & SERVICE INC,VT,05829,oem_franchise_partnered,4764,Kevin
3400,5311,Parrish Equipment Supply Inc De Queen,AR,71832,oem_franchise_partnered,4613,Jay
3401,5312,Coast Cart,CA,93003,oem_franchise_partnered,11499,Matt
3402,5313,Dunn's Import,WI,53562,oem_franchise_partnered,4764,Kevin
3403,5314,"Altorfer, Inc.",IL,61611,oem_franchise_partnered,4764,Kevin
3404,5315,Pocono Power Center,PA,18370,oem_franchise_partnered,4764,Kevin
3405,5316,Northstar Powersports-Albert Lea,MN,56007,oem_franchise_partnered,8331,Brandon
3406,5317,Valley Custom Carts,CA,95337,independent,11499,Matt
3407,5318,Hamlin Motorsports,PA,18436,oem_franchise_partnered,4764,Kevin
3408,5319,WHITTEMORE & SONS INC,ME,04976,oem_franchise_partnered,4764,Kevin
3409,5320,Martin's Yamaha,FL,34475,oem_franchise_partnered,5848,Chris
3410,5321,Miller Sports & Service Inc.,IA,50511,oem_franchise_partnered,8331,Brandon
3411,5322,"Timberline Lawn & RV, Inc",PA,18801,oem_franchise_partnered,4764,Kevin
3412,5323,Friend & Friend - Ellsworth,ME,04605,oem_franchise_partnered,4764,Kevin
3413,5324,Formula One - Queens Village (New York Motorcycle),NY,11428,oem_franchise_partnered,4764,Kevin
3414,5325,THE OFF ROAD OUTLET,MI,48413,oem_franchise_partnered,4764,Kevin
3415,5326,X-PRESS EQUIPMENT RENTAL & SALES,OK,74464,oem_franchise_partnered,3674,Diana
3416,5327,Promax Powersports,TX,76082,oem_franchise_partnered,3674,Diana
3417,5328,Moto Italia Inc.,IL,62025,oem_franchise_partnered,4764,Kevin
3418,5329,Stockmen's Motosports,SD,57078,oem_franchise_partnered,8331,Brandon
3419,5330,Moto Guzzi of Honolulu,HI,96819,oem_franchise_partnered,1750,Logan
3420,5331,Steve's ATV Service Inc,CA,93433,oem_franchise_partnered,11499,Matt
3421,5332,Yankton Motorsports LLC,SD,57078,oem_franchise_partnered,8331,Brandon
3422,5333,(Disabled) K & P Motorsports,TX,78654,oem_franchise_partnered,3674,Diana
3423,5334,Cutler's Inc,UT,84057,oem_franchise_partnered,11499,Matt
3424,5335,(Disabled) Ferrara's Garage Inc,FL,32904,oem_franchise_partnered,5848,Chris
3425,5336,Cart Mart Lake Forest,CA,92630,oem_franchise_partnered,11499,Matt
3426,5337,GP Bikes,FL,32935,oem_franchise_partnered,5848,Chris
3427,5338,Adventure Golf Cars LLC.,TX,76092,oem_franchise_partnered,3674,Diana
3428,5339,Careys Cycle Center,UT,84405,oem_franchise_partnered,11499,Matt
3429,5340,Fast Track,UT,84032,oem_franchise_partnered,11499,Matt
3430,5341,Lumberjack Shack Inc,MI,48444,oem_franchise_partnered,4764,Kevin
3431,5342,One Stop Motorsports,WY,82435,oem_franchise_partnered,8331,Brandon
3432,5343,Reno Forklift,NV,89431,oem_franchise_partnered,11499,Matt
3433,5344,Ag Equipment Inc-Uvalde,TX,78801,oem_franchise_partnered,3674,Diana
3434,5345,Wild West Motorsports,CO,80631,oem_franchise_partnered,8331,Brandon
3435,5346,Raymond Handling Concepts Corp.,WA,98001,oem_franchise_partnered,11499,Matt
3436,5347,Wickham Tractor Co.,CO,80701,oem_franchise_partnered,8331,Brandon
3437,5348,XTREME POWERSPORTS-Okanogan,WA,98840,oem_franchise_partnered,11499,Matt
3438,5349,Liberty Golf Cars,TX,77708,oem_franchise_partnered,3674,Diana
3439,5350,Leaders Marine Rpm,MI,49009,oem_franchise_partnered,4764,Kevin
3440,5351,Indian Motorcycle Orange County,CA,92683,oem_franchise_partnered,11499,Matt
3441,5352,J&L SAW SHOP INC,AL,36460,oem_franchise_partnered,4613,Jay
3442,5353,Tulare Polaris,CA,93274,oem_franchise_partnered,11499,Matt
3443,5354,Classic Motor Sports,MI,49685,oem_franchise_partnered,4764,Kevin
3444,5355,Richard's Sport Shop,ME,04457,oem_franchise_partnered,4764,Kevin
3445,5356,Perry Pitre Ford,LA,70535,oem_franchise_partnered,4613,Jay
3446,5357,Monaco Cycle Sales,PA,16323,oem_franchise_partnered,4764,Kevin
3447,5358,Action Motor Sports Inc.-Mandan,ND,58554,oem_franchise_partnered,8331,Brandon
3448,5359,WEST CENTRAL IMPLEMENT,MN,56267,oem_franchise_partnered,8331,Brandon
3449,5360,Big People Scooters Inc.,WA,98134,oem_franchise_partnered,11499,Matt
3450,5361,Marine Sales Of Pickwick,TN,38326,oem_franchise_partnered,4764,Kevin
3451,5362,Mets ATV And Cycle Center LLC.,OH,44950,oem_franchise_partnered,4764,Kevin
3452,5363,Berry Tractor & Equipment Co.,MO,65803,independent,8331,Brandon
3453,5364,Valley Motorsports Inc,MA,01060,oem_franchise_partnered,4764,Kevin
3454,5365,Suzuki Cycle Spclty,GA,30214,oem_franchise_partnered,5848,Chris
3455,5366,Rising Sun Cycles LLC,TN,37748,oem_franchise_partnered,4764,Kevin
3456,5367,Blackhawk Marine,IA,51450,independent,8331,Brandon
3457,5368,Taylored Fleet Solutions,NV,89118,oem_franchise_partnered,11499,Matt
3458,5369,4 X 4 COUNTRY,NC,28792,oem_franchise_partnered,5848,Chris
