#,year_fund,month_fund,dealership_id,counts,engagement
3532,2021,7,3644,1,E1
3533,2021,7,8105,1,E1
3534,2021,7,6284,1,E1
3535,2021,7,13086,1,E1
3536,2021,7,1605,1,E1
3537,2021,7,19540,1,E1
3538,2021,7,3148,1,E1
3539,2021,7,2077,1,E1
3540,2021,7,3553,1,E1
3541,2021,7,3107,1,E1
3542,2021,7,4424,1,E1
3543,2021,7,3183,1,E1
3544,2021,7,1938,1,E1
3545,2021,7,4183,1,E1
3546,2021,7,1317,1,E1
3547,2021,7,30,1,E1
3548,2021,7,6987,1,E1
3549,2021,7,6886,1,E1
3550,2021,7,9016,1,E1
3551,2021,7,5668,1,E1
3552,2021,7,8454,1,E1
3553,2021,7,6571,1,E1
3554,2021,7,10354,1,E1
3555,2021,7,7464,1,E1
3556,2021,7,7748,1,E1
3557,2021,7,3003,1,E1
3558,2021,7,5945,1,E1
3559,2021,7,7885,1,E1
3560,2021,7,18567,1,E1
3561,2021,7,7985,1,E1
3562,2021,7,18007,1,E1
3563,2021,7,4031,1,E1
3564,2021,7,627,1,E1
3565,2021,7,6486,1,E1
3566,2021,7,5392,1,E1
3567,2021,7,1597,1,E1
3568,2021,7,8200,1,E1
3569,2021,7,4805,1,E1
3570,2021,7,5090,1,E1
3571,2021,7,3399,1,E1
3572,2021,7,18833,1,E1
3573,2021,7,8199,1,E1
3574,2021,7,1800,1,E1
3575,2021,7,234,1,E1
3576,2021,7,4823,1,E1
3577,2021,7,5142,1,E1
3578,2021,7,13528,1,E1
3579,2021,7,166,1,E1
3580,2021,7,5587,1,E1
3581,2021,7,462,1,E1
3582,2021,7,9063,1,E1
3583,2021,7,4431,1,E1
3584,2021,7,14818,1,E1
3585,2021,7,18994,1,E1
3586,2021,7,6437,1,E1
3587,2021,7,19202,1,E1
3588,2021,7,7567,1,E1
3589,2021,7,1686,1,E1
3590,2021,7,206,1,E1
3591,2021,7,2720,1,E1
3592,2021,7,1838,1,E1
3593,2021,7,3377,1,E1
3594,2021,7,3322,1,E1
3595,2021,7,3284,1,E1
3596,2021,7,4002,1,E1
3597,2021,7,15123,1,E1
3598,2021,7,7456,1,E1
3599,2021,7,2930,1,E1
3600,2021,7,198,1,E1
3601,2021,7,8361,1,E1
3602,2021,7,10305,1,E1
3603,2021,7,6629,1,E1
3604,2021,7,6261,1,E1
3605,2021,7,1206,1,E1
3606,2021,7,3899,1,E1
3607,2021,7,6031,1,E1
3608,2021,7,4829,1,E1
3609,2021,7,5253,1,E1
3610,2021,7,1996,1,E1
3611,2021,7,1436,1,E1
3612,2021,7,4535,1,E1
3613,2021,7,5651,1,E1
3614,2021,7,3021,1,E1
3615,2021,7,4714,1,E1
3616,2021,7,4433,1,E1
3617,2021,7,3534,1,E1
3618,2021,7,6633,1,E1
3619,2021,7,8254,1,E1
3620,2021,7,6921,1,E1
3621,2021,7,15011,1,E1
3622,2021,7,6047,1,E1
3623,2021,7,281,1,E1
3624,2021,7,10147,1,E1
3625,2021,7,17392,1,E1
3626,2021,7,20113,1,E1
3627,2021,7,12071,1,E1
3628,2021,7,13116,1,E1
3629,2021,7,18119,1,E1
3630,2021,7,6473,1,E1
3631,2021,7,19310,1,E1
3632,2021,7,11086,1,E1
3633,2021,7,2561,1,E1
3634,2021,7,12909,1,E1
3635,2021,7,18975,1,E1
3636,2021,7,4564,1,E1
3637,2021,7,7996,1,E1
3638,2021,7,5554,1,E1
3639,2021,7,4667,1,E1
3640,2021,7,9448,1,E1
3641,2021,7,3304,1,E1
3642,2021,7,14578,1,E1
3643,2021,7,2564,1,E1
3644,2021,7,5030,1,E1
3645,2021,7,8121,1,E1
3646,2021,7,13065,1,E1
3647,2021,7,1636,1,E1
3648,2021,7,3913,1,E1
3649,2021,7,4989,1,E1
3650,2021,7,1125,1,E1
3651,2021,7,2640,1,E1
3652,2021,7,713,1,E1
3653,2021,7,8742,1,E1
3654,2021,7,6674,1,E1
3655,2021,7,19338,1,E1
3656,2021,7,5251,1,E1
3657,2021,7,5156,1,E1
3658,2021,7,8021,1,E1
3659,2021,7,1274,1,E1
3660,2021,7,2687,1,E1
3661,2021,7,18879,1,E1
3662,2021,7,7884,1,E1
3663,2021,7,7823,1,E1
3664,2021,7,4831,1,E1
3665,2021,7,9366,1,E1
3666,2021,7,22,1,E1
3667,2021,7,3651,1,E1
3668,2021,7,3860,1,E1
3669,2021,7,2615,1,E1
3670,2021,7,6982,1,E1
3671,2021,7,4567,1,E1
3672,2021,7,3635,1,E1
3673,2021,7,2411,1,E1
3674,2021,7,515,1,E1
3675,2021,7,20129,1,E1
3676,2021,7,4084,1,E1
3677,2021,7,18974,1,E1
3678,2021,7,3325,1,E1
3679,2021,7,18870,1,E1
3680,2021,7,14607,1,E1
3681,2021,7,4094,1,E1
3682,2021,7,9578,1,E1
3683,2021,7,17945,1,E1
3684,2021,7,13231,1,E1
3685,2021,7,1884,1,E1
3686,2021,7,8506,1,E1
3687,2021,7,13703,1,E1
3688,2021,7,3533,1,E1
3689,2021,7,1397,1,E1
3690,2021,7,1035,1,E1
3691,2021,7,20043,1,E1
3692,2021,7,2941,1,E1
3693,2021,7,3575,1,E1
3694,2021,7,2462,1,E1
3695,2021,7,1516,1,E1
3696,2021,7,13539,1,E1
3697,2021,7,2407,1,E1
3698,2021,7,10286,1,E1
3699,2021,7,4451,1,E1
3700,2021,7,8795,1,E1
3701,2021,7,19432,1,E1
3702,2021,7,18729,1,E1
3703,2021,7,3499,1,E1
3704,2021,7,6218,1,E1
3705,2021,7,736,1,E1
3706,2021,7,549,1,E1
3707,2021,7,2565,1,E1
3708,2021,7,8576,1,E1
3709,2021,7,15459,1,E1
3710,2021,7,20263,1,E1
3711,2021,7,5299,1,E1
3712,2021,7,19299,1,E1
3713,2021,7,661,1,E1
3714,2021,7,6563,1,E1
3715,2021,7,18779,1,E1
3716,2021,7,3902,1,E1
3717,2021,7,1399,1,E1
3718,2021,7,4545,1,E1
3719,2021,7,8207,1,E1
3720,2021,7,4256,1,E1
3721,2021,7,1344,1,E1
3722,2021,7,4188,1,E1
3723,2021,7,3655,1,E1
3724,2021,7,9180,1,E1
3725,2021,7,19315,1,E1
3726,2021,7,4962,1,E1
3727,2021,7,13906,1,E1
3728,2021,7,4199,1,E1
3729,2021,7,2747,1,E1
3730,2021,7,10416,1,E1
3731,2021,7,1303,1,E1
3732,2021,7,705,1,E1
3733,2021,7,8304,1,E1
3734,2021,7,5783,1,E1
3735,2021,7,8035,1,E1
3736,2021,7,16990,1,E1
3737,2021,7,12102,1,E1
3738,2021,7,16176,1,E1
3739,2021,7,4437,1,E1
3740,2021,7,5879,1,E1
3741,2021,7,18999,1,E1
3742,2021,7,3067,1,E1
3743,2021,7,6072,1,E1
3744,2021,7,7871,1,E1
3745,2021,7,11298,1,E1
3746,2021,7,5585,1,E1
3747,2021,7,3001,1,E1
3748,2021,7,887,1,E1
3749,2021,7,1630,1,E1
3750,2021,7,983,1,E1
3751,2021,7,3493,1,E1
3752,2021,7,3923,1,E1
3753,2021,7,1682,1,E1
3754,2021,7,2468,1,E1
3755,2021,7,1525,1,E1
3756,2021,7,2820,1,E1
3757,2021,7,953,1,E1
3758,2021,7,1346,1,E1
3759,2021,7,4150,1,E1
3760,2021,7,2134,1,E1
3761,2021,7,5711,1,E1
3762,2021,7,1718,1,E1
3763,2021,7,1575,1,E1
3764,2021,7,476,1,E1
3765,2021,7,11727,1,E1
3766,2021,7,2482,1,E1
3767,2021,7,1675,1,E1
3768,2021,7,19949,1,E1
3769,2021,7,20456,1,E1
3770,2021,7,2006,1,E1
3771,2021,7,5715,1,E1
3772,2021,7,20051,1,E1
3773,2021,7,3895,1,E1
3774,2021,7,18662,1,E1
3775,2021,7,3697,1,E1
3776,2021,7,15554,1,E1
3777,2021,7,20192,1,E1
3778,2021,7,2959,1,E1
3779,2021,7,2933,1,E1
3780,2021,7,3247,1,E1
3781,2021,7,6103,1,E1
3782,2021,6,3673,70,E10
3783,2021,6,7868,47,E10
3784,2021,6,838,46,E10
3785,2021,6,854,43,E10
3786,2021,6,178,41,E10
3787,2021,6,1263,36,E10
3788,2021,6,3611,36,E10
3789,2021,6,4267,35,E10
3790,2021,6,7535,35,E10
3791,2021,6,2937,35,E10
3792,2021,6,83,33,E10
3793,2021,6,3930,32,E10
3794,2021,6,759,32,E10
3795,2021,6,1901,31,E10
3796,2021,6,619,31,E10
3797,2021,6,1384,30,E10
3798,2021,6,939,29,E10
3799,2021,6,3985,29,E10
3800,2021,6,1333,28,E10
3801,2021,6,3090,25,E10
3802,2021,6,1203,25,E10
3803,2021,6,3227,25,E10
3804,2021,6,34,24,E10
3805,2021,6,1470,24,E10
3806,2021,6,1497,24,E10
3807,2021,6,4034,24,E10
3808,2021,6,2623,24,E10
3809,2021,6,5481,23,E10
3810,2021,6,2015,23,E10
3811,2021,6,1670,23,E10
3812,2021,6,20009,22,E10
3813,2021,6,4327,22,E10
3814,2021,6,717,22,E10
3815,2021,6,2425,22,E10
3816,2021,6,6472,22,E10
3817,2021,6,3779,22,E10
3818,2021,6,4,21,E10
3819,2021,6,261,21,E10
3820,2021,6,2558,21,E10
3821,2021,6,2800,21,E10
3822,2021,6,3210,21,E10
3823,2021,6,6556,21,E10
3824,2021,6,23,21,E10
3825,2021,6,3027,21,E10
3826,2021,6,1057,20,E10
3827,2021,6,60,20,E10
3828,2021,6,1860,20,E10
3829,2021,6,12905,20,E10
3830,2021,6,3747,20,E10
3831,2021,6,1099,20,E10
3832,2021,6,3552,20,E10
3833,2021,6,4407,20,E10
3834,2021,6,2631,19,E10
3835,2021,6,663,19,E10
3836,2021,6,2716,19,E10
3837,2021,6,19622,19,E10
3838,2021,6,2469,18,E10
3839,2021,6,42,18,E10
3840,2021,6,987,18,E10
3841,2021,6,1013,18,E10
3842,2021,6,1145,18,E10
3843,2021,6,692,18,E10
3844,2021,6,2242,18,E10
3845,2021,6,115,18,E10
3846,2021,6,4065,18,E10
3847,2021,6,3007,18,E10
3848,2021,6,2363,17,E10
3849,2021,6,1250,17,E10
3850,2021,6,3123,17,E10
3851,2021,6,3713,17,E10
3852,2021,6,3836,17,E10
3853,2021,6,2295,17,E10
3854,2021,6,3709,17,E10
3855,2021,6,1172,17,E10
3856,2021,6,1262,17,E10
3857,2021,6,1668,17,E10
3858,2021,6,2585,17,E10
3859,2021,6,4343,17,E10
3860,2021,6,45,16,E10
3861,2021,6,2968,16,E10
3862,2021,6,2570,16,E10
3863,2021,6,3346,16,E10
3864,2021,6,3596,16,E10
3865,2021,6,4449,16,E10
3866,2021,6,2855,16,E10
3867,2021,6,1660,16,E10
3868,2021,6,604,16,E10
3869,2021,6,4417,16,E10
3870,2021,6,2656,16,E10
3871,2021,6,1307,15,E10
3872,2021,6,3501,15,E10
3873,2021,6,1930,15,E10
3874,2021,6,4409,15,E10
3875,2021,6,1973,15,E10
3876,2021,6,27,15,E10
3877,2021,6,9602,15,E10
3878,2021,6,1088,15,E10
3879,2021,6,3204,15,E10
3880,2021,6,3416,14,E10
3881,2021,6,4382,14,E10
3882,2021,6,4508,14,E10
3883,2021,6,3431,14,E10
3884,2021,6,640,14,E10
3885,2021,6,8644,14,E10
3886,2021,6,,14,E10
3887,2021,6,18768,14,E10
3888,2021,6,2841,14,E10
3889,2021,6,3314,14,E10
3890,2021,6,668,13,E10
3891,2021,6,3249,13,E10
3892,2021,6,977,13,E10
3893,2021,6,1749,13,E10
3894,2021,6,816,13,E10
3895,2021,6,1912,13,E10
3896,2021,6,18824,13,E10
3897,2021,6,8008,13,E10
3898,2021,6,18,13,E10
3899,2021,6,4909,13,E10
3900,2021,6,2530,13,E10
3901,2021,6,425,13,E10
3902,2021,6,170,12,E10
3903,2021,6,258,12,E10
3904,2021,6,4272,12,E10
3905,2021,6,14609,12,E10
3906,2021,6,2955,12,E10
3907,2021,6,4171,12,E10
3908,2021,6,14297,12,E10
3909,2021,6,1225,12,E10
3910,2021,6,4274,12,E10
3911,2021,6,1024,12,E10
3912,2021,6,3685,12,E10
3913,2021,6,3538,12,E10
3914,2021,6,3313,12,E10
3915,2021,6,762,12,E10
3916,2021,6,1809,12,E10
3917,2021,6,1638,12,E10
3918,2021,6,5114,11,E10
3919,2021,6,1583,11,E10
3920,2021,6,5664,11,E10
3921,2021,6,5244,11,E10
3922,2021,6,6329,11,E10
3923,2021,6,19389,11,E10
3924,2021,6,7979,11,E10
3925,2021,6,1138,11,E10
3926,2021,6,1324,11,E10
3927,2021,6,14,11,E10
3928,2021,6,2669,11,E10
3929,2021,6,5491,11,E10
3930,2021,6,19276,11,E10
3931,2021,6,3405,11,E10
3932,2021,6,2730,11,E10
3933,2021,6,4255,11,E10
3934,2021,6,2651,11,E10
3935,2021,6,1862,11,E10
3936,2021,6,4464,11,E10
3937,2021,6,8002,11,E10
3938,2021,6,3475,11,E10
3939,2021,6,8509,11,E10
3940,2021,6,3855,11,E10
3941,2021,6,19910,11,E10
3942,2021,6,1018,10,E10
3943,2021,6,1449,10,E10
3944,2021,6,112,10,E10
3945,2021,6,4182,10,E10
3946,2021,6,4163,10,E10
3947,2021,6,5723,10,E10
3948,2021,6,3975,10,E10
3949,2021,6,2889,10,E10
3950,2021,6,13,10,E10
3951,2021,6,3569,10,E10
3952,2021,6,10,10,E10
3953,2021,6,879,10,E10
3954,2021,6,2090,10,E10
3955,2021,6,4290,10,E10
3956,2021,6,19204,10,E10
3957,2021,6,2380,10,E10
3958,2021,6,3324,10,E10
3959,2021,6,4817,10,E10
3960,2021,6,2698,10,E10
3961,2021,6,491,10,E10
3962,2021,6,19216,9,E5
3963,2021,6,1731,9,E5
3964,2021,6,1884,9,E5
3965,2021,6,19942,9,E5
3966,2021,6,2486,9,E5
3967,2021,6,1401,9,E5
3968,2021,6,740,9,E5
3969,2021,6,1879,9,E5
3970,2021,6,552,9,E5
3971,2021,6,43,9,E5
3972,2021,6,969,9,E5
3973,2021,6,1318,9,E5
3974,2021,6,8343,9,E5
3975,2021,6,1954,9,E5
3976,2021,6,355,9,E5
3977,2021,6,4685,9,E5
3978,2021,6,5621,9,E5
3979,2021,6,2477,9,E5
3980,2021,6,7885,9,E5
3981,2021,6,2610,9,E5
3982,2021,6,3757,9,E5
3983,2021,6,1903,9,E5
3984,2021,6,3216,9,E5
3985,2021,6,771,9,E5
3986,2021,6,19633,8,E5
3987,2021,6,1808,8,E5
3988,2021,6,290,8,E5
3989,2021,6,1499,8,E5
3990,2021,6,4002,8,E5
3991,2021,6,986,8,E5
3992,2021,6,2429,8,E5
3993,2021,6,18638,8,E5
3994,2021,6,3714,8,E5
3995,2021,6,1246,8,E5
3996,2021,6,1351,8,E5
3997,2021,6,6130,8,E5
3998,2021,6,3056,8,E5
3999,2021,6,1871,8,E5
4000,2021,6,12893,8,E5
4001,2021,6,2923,8,E5
4002,2021,6,51,8,E5
4003,2021,6,1181,8,E5
4004,2021,6,3778,8,E5
4005,2021,6,4589,8,E5
4006,2021,6,8631,8,E5
4007,2021,6,4869,8,E5
4008,2021,6,3893,8,E5
4009,2021,6,4194,8,E5
4010,2021,6,5889,8,E5
4011,2021,6,8404,8,E5
4012,2021,6,4134,8,E5
4013,2021,6,4059,8,E5
4014,2021,6,1567,8,E5
4015,2021,6,3796,8,E5
4016,2021,6,362,8,E5
4017,2021,6,1327,8,E5
4018,2021,6,366,8,E5
4019,2021,6,2936,8,E5
4020,2021,6,1664,7,E5
4021,2021,6,3786,7,E5
4022,2021,6,5011,7,E5
4023,2021,6,189,7,E5
4024,2021,6,1112,7,E5
4025,2021,6,4315,7,E5
4026,2021,6,13611,7,E5
4027,2021,6,19949,7,E5
4028,2021,6,1732,7,E5
4029,2021,6,2822,7,E5
4030,2021,6,13528,7,E5
4031,2021,6,4706,7,E5
4032,2021,6,4117,7,E5
4033,2021,6,2173,7,E5
4034,2021,6,3148,7,E5
4035,2021,6,3911,7,E5
4036,2021,6,162,7,E5
4037,2021,6,1278,7,E5
4038,2021,6,4206,7,E5
4039,2021,6,4299,7,E5
4040,2021,6,4880,7,E5
4041,2021,6,3402,7,E5
4042,2021,6,4230,7,E5
4043,2021,6,2801,7,E5
4044,2021,6,920,7,E5
4045,2021,6,5049,7,E5
4046,2021,6,6316,7,E5
4047,2021,6,7944,7,E5
4048,2021,6,19332,7,E5
4049,2021,6,128,7,E5
4050,2021,6,8617,7,E5
4051,2021,6,96,7,E5
4052,2021,6,4292,7,E5
4053,2021,6,4853,7,E5
4054,2021,6,1115,7,E5
4055,2021,6,6660,7,E5
4056,2021,6,2516,7,E5
4057,2021,6,4102,7,E5
4058,2021,6,3907,7,E5
4059,2021,6,3254,7,E5
4060,2021,6,582,7,E5
4061,2021,6,2518,6,E5
4062,2021,6,4052,6,E5
4063,2021,6,3825,6,E5
4064,2021,6,19416,6,E5
4065,2021,6,1516,6,E5
4066,2021,6,1126,6,E5
4067,2021,6,1274,6,E5
4068,2021,6,1292,6,E5
4069,2021,6,18645,6,E5
4070,2021,6,2732,6,E5
4071,2021,6,15,6,E5
4072,2021,6,4892,6,E5
4073,2021,6,561,6,E5
4074,2021,6,1513,6,E5
4075,2021,6,2606,6,E5
4076,2021,6,5190,6,E5
4077,2021,6,5484,6,E5
4078,2021,6,2862,6,E5
4079,2021,6,4523,6,E5
4080,2021,6,13539,6,E5
4081,2021,6,3976,6,E5
4082,2021,6,3334,6,E5
4083,2021,6,495,6,E5
4084,2021,6,2283,6,E5
4085,2021,6,949,6,E5
4086,2021,6,4721,6,E5
4087,2021,6,5066,6,E5
4088,2021,6,176,6,E5
4089,2021,6,357,6,E5
4090,2021,6,3687,6,E5
4091,2021,6,13641,6,E5
4092,2021,6,2279,6,E5
4093,2021,6,1209,6,E5
4094,2021,6,38,6,E5
4095,2021,6,981,6,E5
4096,2021,6,78,6,E5
4097,2021,6,79,6,E5
4098,2021,6,3187,6,E5
4099,2021,6,506,6,E5
4100,2021,6,1121,6,E5
4101,2021,6,738,6,E5
4102,2021,6,2720,6,E5
4103,2021,6,10360,6,E5
4104,2021,6,549,6,E5
4105,2021,6,749,6,E5
4106,2021,6,4238,6,E5
4107,2021,6,3141,6,E5
4108,2021,6,3326,6,E5
4109,2021,6,2935,6,E5
4110,2021,6,360,6,E5
4111,2021,6,2983,6,E5
4112,2021,6,19991,6,E5
4113,2021,6,3530,6,E5
4114,2021,6,4585,5,E5
4115,2021,6,1149,5,E5
4116,2021,6,7453,5,E5
4117,2021,6,1254,5,E5
4118,2021,6,1330,5,E5
4119,2021,6,19892,5,E5
4120,2021,6,3627,5,E5
4121,2021,6,813,5,E5
4122,2021,6,1838,5,E5
4123,2021,6,20037,5,E5
4124,2021,6,1594,5,E5
4125,2021,6,20053,5,E5
4126,2021,6,8231,5,E5
4127,2021,6,3505,5,E5
4128,2021,6,5240,5,E5
4129,2021,6,20034,5,E5
4130,2021,6,68,5,E5
4131,2021,6,4504,5,E5
4132,2021,6,4796,5,E5
4133,2021,6,4014,5,E5
4134,2021,6,4421,5,E5
4135,2021,6,3401,5,E5
4136,2021,6,5953,5,E5
4137,2021,6,1788,5,E5
4138,2021,6,3162,5,E5
4139,2021,6,2108,5,E5
4140,2021,6,20392,5,E5
4141,2021,6,20042,5,E5
4142,2021,6,1997,5,E5
4143,2021,6,6505,5,E5
4144,2021,6,4893,5,E5
4145,2021,6,907,5,E5
4146,2021,6,1576,5,E5
4147,2021,6,281,5,E5
4148,2021,6,1214,5,E5
4149,2021,6,3898,5,E5
4150,2021,6,2344,5,E5
4151,2021,6,6368,5,E5
4152,2021,6,5761,5,E5
4153,2021,6,5557,5,E5
4154,2021,6,2200,5,E5
4155,2021,6,1547,5,E5
4156,2021,6,8558,5,E5
4157,2021,6,8510,5,E5
4158,2021,6,2186,5,E5
4159,2021,6,3938,5,E5
4160,2021,6,5945,5,E5
4161,2021,6,168,5,E5
4162,2021,6,20292,5,E5
4163,2021,6,4452,5,E5
4164,2021,6,18922,5,E5
4165,2021,6,2747,5,E5
4166,2021,6,3644,5,E5
4167,2021,6,6072,5,E5
4168,2021,6,4178,5,E5
4169,2021,6,3553,5,E5
4170,2021,6,3516,5,E5
4171,2021,6,4831,5,E5
4172,2021,6,3936,5,E5
4173,2021,6,8010,5,E5
4174,2021,6,577,5,E5
4175,2021,6,6160,5,E5
4176,2021,6,1753,5,E5
4177,2021,6,6872,5,E5
4178,2021,6,3787,5,E5
4179,2021,6,4433,4,E2
4180,2021,6,5201,4,E2
4181,2021,6,4256,4,E2
4182,2021,6,18349,4,E2
4183,2021,6,2689,4,E2
4184,2021,6,972,4,E2
4185,2021,6,3368,4,E2
4186,2021,6,2097,4,E2
4187,2021,6,5715,4,E2
4188,2021,6,4460,4,E2
4189,2021,6,7110,4,E2
4190,2021,6,674,4,E2
4191,2021,6,5350,4,E2
4192,2021,6,2705,4,E2
4193,2021,6,167,4,E2
4194,2021,6,4109,4,E2
4195,2021,6,2259,4,E2
4196,2021,6,4563,4,E2
4197,2021,6,10557,4,E2
4198,2021,6,5519,4,E2
4199,2021,6,4218,4,E2
4200,2021,6,2765,4,E2
4201,2021,6,4802,4,E2
4202,2021,6,3635,4,E2
4203,2021,6,4547,4,E2
4204,2021,6,4176,4,E2
4205,2021,6,8622,4,E2
4206,2021,6,8508,4,E2
4207,2021,6,560,4,E2
4208,2021,6,6373,4,E2
4209,2021,6,4712,4,E2
4210,2021,6,714,4,E2
4211,2021,6,2574,4,E2
4212,2021,6,18779,4,E2
4213,2021,6,1010,4,E2
4214,2021,6,15648,4,E2
4215,2021,6,18999,4,E2
4216,2021,6,7385,4,E2
4217,2021,6,20263,4,E2
4218,2021,6,12903,4,E2
4219,2021,6,13635,4,E2
4220,2021,6,1666,4,E2
4221,2021,6,1282,4,E2
4222,2021,6,13118,4,E2
4223,2021,6,3483,4,E2
4224,2021,6,707,4,E2
4225,2021,6,2037,4,E2
4226,2021,6,1496,4,E2
4227,2021,6,4667,4,E2
4228,2021,6,4376,4,E2
4229,2021,6,2482,4,E2
4230,2021,6,3108,4,E2
4231,2021,6,931,4,E2
4232,2021,6,5585,4,E2
4233,2021,6,4326,4,E2
4234,2021,6,18644,4,E2
4235,2021,6,19393,4,E2
4236,2021,6,2576,4,E2
4237,2021,6,2286,4,E2
4238,2021,6,15390,4,E2
4239,2021,6,13295,4,E2
4240,2021,6,62,4,E2
4241,2021,6,17945,4,E2
4242,2021,6,18995,4,E2
4243,2021,6,1473,4,E2
4244,2021,6,2552,4,E2
4245,2021,6,8200,4,E2
4246,2021,6,20994,4,E2
4247,2021,6,7968,4,E2
4248,2021,6,1628,4,E2
4249,2021,6,20041,4,E2
4250,2021,6,22,4,E2
4251,2021,6,7996,4,E2
4252,2021,6,6391,4,E2
4253,2021,6,4017,4,E2
4254,2021,6,18776,4,E2
4255,2021,6,1760,4,E2
4256,2021,6,2272,4,E2
4257,2021,6,5873,4,E2
4258,2021,6,1501,4,E2
4259,2021,6,187,4,E2
4260,2021,6,3559,3,E2
4261,2021,6,3499,3,E2
4262,2021,6,3651,3,E2
4263,2021,6,7875,3,E2
4264,2021,6,4237,3,E2
4265,2021,6,20058,3,E2
4266,2021,6,9363,3,E2
4267,2021,6,19432,3,E2
4268,2021,6,3441,3,E2
4269,2021,6,7884,3,E2
4270,2021,6,4084,3,E2
4271,2021,6,13217,3,E2
4272,2021,6,5462,3,E2
4273,2021,6,2684,3,E2
4274,2021,6,6570,3,E2
4275,2021,6,6159,3,E2
4276,2021,6,4125,3,E2
4277,2021,6,393,3,E2
4278,2021,6,2324,3,E2
4279,2021,6,2229,3,E2
4280,2021,6,4359,3,E2
4281,2021,6,19166,3,E2
4282,2021,6,1035,3,E2
4283,2021,6,1132,3,E2
4284,2021,6,5848,3,E2
4285,2021,6,119,3,E2
4286,2021,6,3775,3,E2
4287,2021,6,3463,3,E2
4288,2021,6,18989,3,E2
4289,2021,6,8199,3,E2
4290,2021,6,5082,3,E2
4291,2021,6,19310,3,E2
4292,2021,6,3507,3,E2
4293,2021,6,4875,3,E2
4294,2021,6,6473,3,E2
4295,2021,6,3003,3,E2
4296,2021,6,13111,3,E2
4297,2021,6,1597,3,E2
4298,2021,6,486,3,E2
4299,2021,6,3247,3,E2
4300,2021,6,12926,3,E2
4301,2021,6,6908,3,E2
4302,2021,6,3462,3,E2
4303,2021,6,1883,3,E2
4304,2021,6,6674,3,E2
4305,2021,6,2992,3,E2
4306,2021,6,3739,3,E2
4307,2021,6,106,3,E2
4308,2021,6,183,3,E2
4309,2021,6,13687,3,E2
4310,2021,6,3636,3,E2
4311,2021,6,1800,3,E2
4312,2021,6,4177,3,E2
4313,2021,6,2149,3,E2
4314,2021,6,5760,3,E2
4315,2021,6,929,3,E2
4316,2021,6,3741,3,E2
4317,2021,6,1543,3,E2
4318,2021,6,10354,3,E2
4319,2021,6,1314,3,E2
4320,2021,6,3888,3,E2
4321,2021,6,7980,3,E2
4322,2021,6,6863,3,E2
4323,2021,6,5098,3,E2
4324,2021,6,19167,3,E2
4325,2021,6,377,3,E2
4326,2021,6,4805,3,E2
4327,2021,6,5587,3,E2
4328,2021,6,9690,3,E2
4329,2021,6,2,3,E2
4330,2021,6,3181,3,E2
4331,2021,6,18717,3,E2
4332,2021,6,3995,3,E2
4333,2021,6,20118,3,E2
4334,2021,6,15065,3,E2
4335,2021,6,6589,3,E2
4336,2021,6,7985,3,E2
4337,2021,6,1763,3,E2
4338,2021,6,2680,3,E2
4339,2021,6,7921,3,E2
4340,2021,6,1479,3,E2
4341,2021,6,8615,3,E2
4342,2021,6,1735,3,E2
4343,2021,6,5688,3,E2
4344,2021,6,7620,3,E2
4345,2021,6,19415,3,E2
4346,2021,6,5619,3,E2
4347,2021,6,158,3,E2
4348,2021,6,2006,3,E2
4349,2021,6,2941,3,E2
4350,2021,6,3495,3,E2
4351,2021,6,4175,3,E2
4352,2021,6,19334,3,E2
4353,2021,6,4090,3,E2
4354,2021,6,20051,3,E2
4355,2021,6,3777,3,E2
4356,2021,6,3823,3,E2
4357,2021,6,18664,3,E2
4358,2021,6,2959,3,E2
4359,2021,6,5788,3,E2
4360,2021,6,4104,2,E2
4361,2021,6,13454,2,E2
4362,2021,6,18885,2,E2
4363,2021,6,4962,2,E2
4364,2021,6,6775,2,E2
4365,2021,6,1552,2,E2
4366,2021,6,2914,2,E2
4367,2021,6,2197,2,E2
4368,2021,6,15063,2,E2
4369,2021,6,705,2,E2
4370,2021,6,643,2,E2
4371,2021,6,2021,2,E2
4372,2021,6,2750,2,E2
4373,2021,6,6572,2,E2
4374,2021,6,7748,2,E2
4375,2021,6,2728,2,E2
4376,2021,6,18979,2,E2
4377,2021,6,4549,2,E2
4378,2021,6,4823,2,E2
4379,2021,6,8583,2,E2
4380,2021,6,442,2,E2
4381,2021,6,5324,2,E2
4382,2021,6,1577,2,E2
4383,2021,6,18913,2,E2
4384,2021,6,859,2,E2
4385,2021,6,19694,2,E2
4386,2021,6,5570,2,E2
4387,2021,6,3067,2,E2
4388,2021,6,3619,2,E2
4389,2021,6,3532,2,E2
4390,2021,6,3182,2,E2
4391,2021,6,3783,2,E2
4392,2021,6,14614,2,E2
4393,2021,6,18637,2,E2
4394,2021,6,1206,2,E2
4395,2021,6,3913,2,E2
4396,2021,6,916,2,E2
4397,2021,6,18914,2,E2
4398,2021,6,4947,2,E2
4399,2021,6,685,2,E2
4400,2021,6,1996,2,E2
4401,2021,6,4487,2,E2
4402,2021,6,4188,2,E2
4403,2021,6,7857,2,E2
4404,2021,6,2571,2,E2
4405,2021,6,6761,2,E2
4406,2021,6,19305,2,E2
4407,2021,6,562,2,E2
4408,2021,6,4388,2,E2
4409,2021,6,754,2,E2
4410,2021,6,4038,2,E2
4411,2021,6,6158,2,E2
4412,2021,6,8283,2,E2
